Name,State,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
Montgomery,OH,535153,559062,34732,23.9,519,20.7,461.55
Morgan,OH,15054,14897,20654,9.5,341,33.4,416.42
Morrow,OH,34827,31628,26778,14.3,467,29.3,406.08
Muskingum,OH,86074,84585,27100,13.8,410,23.4,664.58
Noble,OH,14645,14058,18441,9.6,362,29.7,398.01
Ottawa,OH,41428,40985,35155,19.1,479,21.8,254.92
Paulding,OH,19614,20293,28314,9.8,392,21.4,416.44
Perry,OH,36058,34078,23007,8.9,374,33.8,407.97
Pickaway,OH,55698,52727,27984,13.3,486,27.3,501.32
Pike,OH,28709,27695,24284,13.1,413,28.1,440.28
Portage,OH,161419,152061,32895,24,616,24.3,487.38
Preble,OH,42270,42337,28389,11,461,25.5,424.12
Putnam,OH,34499,34726,31092,16.7,408,21.5,482.52
Richland,OH,124475,128852,27769,14.5,424,20.5,495.27
Ross,OH,78064,73345,26397,12.1,430,25.7,689.19
Sandusky,OH,60944,61792,28946,13.1,429,18.9,408.45
Scioto,OH,79499,79195,25562,13.1,372,25,610.21
Seneca,OH,56745,58683,27987,16.3,412,19.5,551.02
Shelby,OH,49423,47910,32728,14.4,486,17.6,407.68
Stark,OH,375586,378098,31331,19.6,478,21.1,575.27
Summit,OH,541781,542899,37612,28.7,559,22.3,412.75
Trumbull,OH,210312,225116,29314,15.8,442,22.4,618.3
Tuscarawas,OH,92582,90914,27409,13.5,423,21.4,567.64
Union,OH,52300,40909,32258,25.3,556,23.7,431.73
Van Wert,OH,28744,29659,30053,14.6,418,18.6,409.16
Vinton,OH,13435,12806,20544,7.4,373,30.2,412.36
Warren,OH,212693,158383,37865,34.1,649,24.1,401.31
Washington,OH,61778,63251,29281,15.9,401,21.8,631.97
Wayne,OH,114520,111564,28888,18.8,469,19.7,554.93
Williams,OH,37642,39188,29006,11.9,432,17.9,420.97
Wood,OH,125488,121065,33528,27.8,531,19.4,617.21
Wyandot,OH,22615,22908,27889,13.4,406,20.6,406.87
Adair,OK,22683,21038,21835,10.5,283,25.5,573.48
Alfalfa,OK,5642,6105,20558,17,249,18.2,866.46
Atoka,OK,14182,13879,21348,13.5,302,23,975.52
Beaver,OK,5636,5857,26812,19.2,332,18.3,1814.67
Beckham,OK,22119,19799,29333,16.1,404,16.8,901.81
Blaine,OK,11943,11976,20439,16.1,268,19.4,928.42
Bryan,OK,42416,36534,27361,20.7,394,20,904.47
Caddo,OK,29600,30150,22176,13.3,285,22.2,1278.29
Canadian,OK,115541,87697,33196,24.3,546,22.2,896.63
Carter,OK,47557,45621,32535,17.3,368,18.4,822.18
Cherokee,OK,46987,42521,24415,23.6,365,22.8,749.41
Choctaw,OK,15205,15342,23969,11.3,215,22.9,770.36
Cimarron,OK,2475,3148,23941,15.8,260,13.9,1834.74
Cleveland,OK,255755,208016,34074,30.1,560,21.6,538.77
Coal,OK,5925,6031,21426,9.5,275,25.1,516.68
Comanche,OK,124098,114996,31845,20.1,460,15.8,1069.29
Cotton,OK,6193,6614,31786,17.3,302,24.2,632.65
Craig,OK,15029,14950,26715,12.2,357,19.4,761.35
Creek,OK,69967,67367,27585,14.4,440,23.9,950.14
Custer,OK,27469,26142,28350,22.7,375,16.7,988.82
Delaware,OK,41487,37077,27222,15.3,362,24.4,738.18
Dewey,OK,4810,4743,29963,15.2,285,22.7,999.48
Ellis,OK,4151,4075,28363,22.6,276,20.6,1231.52
Garfield,OK,60580,57813,34744,21.4,422,15.7,1058.47
Garvin,OK,27576,27210,31632,14.4,309,21.7,802.12
Grady,OK,52431,45516,26311,17.3,385,25.6,1100.5
Grant,OK,4527,5144,30762,23,318,20.8,1000.87
Greer,OK,6239,6061,26153,12.2,242,18.1,639.32
Harmon,OK,2922,3283,25783,14.3,232,16.9,537.19
Harper,OK,3685,3562,34841,20.6,247,16.8,1039.02
Haskell,OK,12769,11792,26426,12.8,277,27.6,576.52
Hughes,OK,14003,14154,22449,12.6,301,25.1,804.65
Jackson,OK,26446,28439,29794,19.9,385,11.9,802.65
Jefferson,OK,6472,6818,21747,11.8,215,25.4,758.83
Johnston,OK,10957,10513,23548,13.2,267,25,642.94
Kay,OK,46562,48080,33621,18.9,376,15,919.73
Kingfisher,OK,15034,13926,34947,16.3,426,20.8,898.16
Kiowa,OK,9446,10227,26117,16.6,256,21.2,1015.23
Latimer,OK,11154,10692,27268,12.4,286,24.6,722.08
Le Flore,OK,50384,48109,24442,11.3,331,20.5,1589.21
Lincoln,OK,34273,32080,26316,13.5,343,29.3,952.31
Logan,OK,41848,33924,34971,20.8,407,27.2,743.83
Love,OK,9423,8831,29833,11.3,365,23.5,514
Major,OK,7527,7545,27347,15.2,271,20.2,954.99
Marshall,OK,15840,13184,24842,14.8,343,20.2,371.08
Mayes,OK,41259,38369,25845,11.7,388,24,655.39
McClain,OK,34506,27740,33197,18.1,406,27.8,570.7
McCurtain,OK,33151,34402,24862,12.5,285,20.3,1850.01
McIntosh,OK,20252,19456,24743,11.1,324,25.1,618.5
Murray,OK,13488,12623,29394,13.5,315,18.7,416.46
Muskogee,OK,70990,69451,26645,17.1,384,20.1,810.45
Noble,OK,11561,11411,27187,18.8,337,22,731.9
Nowata,OK,10536,10569,23420,11.8,362,23.9,565.78
Okfuskee,OK,12191,11814,22415,11.1,308,26.5,618.57
Oklahoma,OK,718633,660448,43211,28.5,498,19.7,708.82
Okmulgee,OK,40069,39685,25517,13.7,366,27.4,697.35
Osage,OK,47472,44437,30350,17.8,356,22.5,2246.36
Ottawa,OK,31848,33194,28182,13,332,20.3,470.82
Pawnee,OK,16577,16612,27517,14.7,345,28,567.96
Payne,OK,77350,68190,27050,32.5,462,17.5,684.7
Pittsburg,OK,45837,43953,28234,15.7,399,20.2,1305.46
Pontotoc,OK,37492,35143,29470,24.9,360,16.4,720.44
Pottawatomie,OK,69442,65521,27997,16.3,404,23.3,787.67
Pushmataha,OK,11572,11667,23034,13.7,255,22.8,1395.84
Roger Mills,OK,3647,3436,29615,17.9,247,20.4,1141.14
Rogers,OK,86905,70641,31387,20.3,505,24,675.63
Seminole,OK,25482,24894,26460,13.6,315,21.3,632.84
Sequoyah,OK,42391,38972,24720,11.9,361,25.2,673.27
Stephens,OK,45048,43182,32225,16.2,370,18.8,870.24
Texas,OK,20640,20107,29052,17.9,405,14.9,2041.26
Tillman,OK,7992,9287,23665,14.7,265,22.9,871.13
Tulsa,OK,603403,563299,48025,29.1,531,18.9,570.25
Wagoner,OK,73085,57491,29237,19.8,460,26,561.56
Washington,OK,50976,48996,38558,25.3,415,18.2,415.45
Washita,OK,11629,11508,23136,15.2,328,22.5,1003.17
Woods,OK,8878,9089,25842,28.2,309,12.3,1286.45
Woodward,OK,20081,18486,31369,16.5,384,15.9,1242.4
Baker,OR,16134,16741,25754,19.5,449,14.4,3068.36
Benton,OR,85579,78153,36398,47.7,647,17.5,675.94
Clackamas,OR,375992,338391,43965,31.5,741,25.8,1870.32
Clatsop,OR,37039,35630,31108,22.1,611,17.8,829.05
Columbia,OR,49351,43560,31828,16.9,610,31.7,657.36
Coos,OR,63043,62779,29087,17.6,534,18.3,1596.17
Crook,OR,20978,19182,25158,15.8,598,21.9,2979.09
Curry,OR,22364,21137,31214,18.3,592,14.4,1627.46
Deschutes,OR,157733,115367,35057,28.9,730,18.5,3018.19
Douglas,OR,107667,100399,29708,15,523,20.3,5036.08
Gilliam,OR,1871,1915,29853,20,452,17,1204.81
Grant,OR,7445,7935,30231,16.5,408,15.1,4528.54
Harney,OR,7422,7609,28238,15.9,401,12.9,10133.17
Hood River,OR,22346,20411,31792,27.2,591,16.4,521.95
Jackson,OR,203206,181269,33516,24.5,679,18.2,2783.55
Jefferson,OR,21720,19009,24986,14.1,515,19.5,1780.79
Josephine,OR,82713,75726,27770,16.2,572,19.8,1639.67
Klamath,OR,66380,63775,28050,18.3,530,17.1,5941.05
Lake,OR,7895,7422,26571,15.4,423,11.4,8138.98
Lane,OR,351715,322959,32877,27.3,650,19.6,4553.12
Lincoln,OR,46034,44479,31796,23.1,572,18.6,979.77
Linn,OR,116672,103069,28153,15.6,599,22.2,2290.13
Malheur,OR,31313,31615,21733,12.7,452,17.3,9887.53
Marion,OR,315335,284834,30863,20.6,597,22.9,1182.33
Morrow,OR,11173,10995,32079,11.5,509,20.5,2031.61
Multnomah,OR,735334,660486,40598,36.9,697,24.3,431.3
Polk,OR,75403,62380,28370,26.3,600,24.8,740.79
Sherman,OR,1765,1934,28971,15.3,446,18.3,823.69
Tillamook,OR,25250,24262,30862,19.6,581,18.7,1102.58
Umatilla,OR,75889,70548,26535,15.6,477,16.9,3215.51
Union,OR,25748,24530,28833,20.4,464,15.3,2036.61
Wallowa,OR,7008,7226,29537,22.7,480,19.2,3146.19
Wasco,OR,25213,23791,30589,21.2,529,16.9,2381.52
Washington,OR,529710,445342,38371,37.9,758,24.1,724.23
Wheeler,OR,1441,1547,26549,21,381,15.7,1714.75
Yamhill,OR,99193,84992,32290,23,650,23.9,715.86
Adams,PA,101407,91292,30677,18.7,543,26.3,518.67
Allegheny,PA,1223348,1281666,46699,33.5,539,24.9,730.08
Armstrong,PA,68941,72392,31290,13.7,382,27.5,653.2
Beaver,PA,170539,181412,33046,18.9,416,24.6,434.71
Bedford,PA,49762,49984,26707,12.4,389,27.1,1012.3
Berks,PA,411442,373638,34921,21.5,585,23.6,856.51
Blair,PA,127089,129144,30402,17.2,417,19.7,525.8
Bradford,PA,62622,62761,27478,15.6,398,22.9,1147.4
Bucks,PA,625249,597635,50070,34.1,874,28.1,604.31
Butler,PA,183862,174083,38075,27.9,520,26.2,788.6
Cambria,PA,143679,152598,29022,16.7,344,22.4,688.35
Cameron,PA,5085,5974,29052,14.6,352,14.9,396.23
Carbon,PA,65249,58802,29899,13.8,476,30.6,381.46
Centre,PA,153990,135758,31731,38.4,692,19.3,1109.92
Chester,PA,498886,433501,58130,46.9,902,27.8,750.51
Clarion,PA,39988,41765,29454,16.3,369,21.2,600.83
Clearfield,PA,81642,83382,26996,12.5,373,24,1144.72
Clinton,PA,39238,37914,27254,16.5,460,23.7,887.98
Columbia,PA,67295,64151,29963,17.7,454,21.2,483.11
Crawford,PA,88765,90366,27150,17.2,389,20.9,1012.3
Cumberland,PA,235406,213674,38755,31.6,606,20.7,545.46
Dauphin,PA,268100,251798,37888,26.5,605,20.5,525.05
Delaware,PA,558979,550864,48060,34.4,744,27.1,183.84
Elk,PA,31946,35112,31510,15.6,368,17.4,827.36
Erie,PA,280566,280843,30323,23.5,456,18.6,799.15
Fayette,PA,136606,148644,27842,13.4,366,24,790.34
Forest,PA,7716,4946,20067,10.3,356,26.1,427.19
Franklin,PA,149618,129313,31812,17.5,515,23.4,772.22
Fulton,PA,14845,14261,30497,9.1,396,30.9,437.55
Greene,PA,38686,40672,26149,14.8,331,27.7,575.95
Huntingdon,PA,45913,45586,25240,13,369,27.6,874.64
Indiana,PA,88880,89605,30663,18.4,456,22.8,827.03
Jefferson,PA,45200,45932,28717,12.3,350,20.4,652.43
Juniata,PA,24636,22821,28927,9.7,385,29.4,391.35
Lackawanna,PA,214437,213295,34014,23.5,468,19.9,459.08
Lancaster,PA,519445,470658,34619,23.2,630,21.9,943.81
Lawrence,PA,91108,94643,29526,18.3,428,21.2,358.18
Lebanon,PA,133568,120327,34126,17.8,508,22.1,361.83
Lehigh,PA,349497,312090,38305,27,685,23.6,345.17
Luzerne,PA,320918,319250,33330,20,442,21.8,890.33
Lycoming,PA,116111,120044,30148,18.4,463,19.4,1228.59
McKean,PA,43450,45936,29460,15.8,405,18.5,979.2
Mercer,PA,116638,120293,29760,18.5,423,20,672.58
Mifflin,PA,46682,46486,26560,10.9,372,21.8,411.03
Monroe,PA,169842,138687,29657,23.3,709,39.3,608.29
Montgomery,PA,799874,750097,62086,43.7,871,27.1,483.04
Montour,PA,18267,18236,37678,25.5,455,18.8,130.24
Northampton,PA,297735,267066,35852,25.7,668,27.1,369.67
Northumberland,PA,94528,94556,29000,13.5,371,22.5,458.37
Perry,PA,45969,43602,30365,13.1,459,30.9,551.45
Philadelphia,PA,1526006,1517550,34764,22.1,638,31.4,134.1
Pike,PA,57369,46302,29728,23.3,746,41.6,544.96
Potter,PA,17457,18080,30045,12.7,417,23.3,1081.32
Schuylkill,PA,148289,150336,28528,13.5,406,24.7,778.63
Snyder,PA,39702,37546,30243,15,423,22.2,328.71
Somerset,PA,77742,80023,26834,14.2,357,22.4,1074.37
Sullivan,PA,6428,6556,27018,12.5,319,26,449.94
Susquehanna,PA,43356,42238,29142,15.2,430,26.2,823.44
Tioga,PA,41981,41373,24800,17.8,400,22.5,1133.79
Union,PA,44947,41624,27580,21.6,458,19.7,315.98
Venango,PA,54984,57565,28916,14.2,371,20.9,674.28
Warren,PA,41815,43863,30033,16,380,20.5,884.14
Washington,PA,207820,202897,39216,23.9,423,25.5,856.99
Wayne,PA,52822,47722,28786,19,514,26,725.6
Westmoreland,PA,365169,369993,36543,23.2,428,25.2,1027.55
Wyoming,PA,28276,28080,30160,16.6,467,24.7,397.32
York,PA,434972,381751,34134,21,581,25.8,904.18
Bristol,RI,49875,50648,52418,40.5,748,25.7,24.16
Kent,RI,166158,167090,41923,28.9,797,23.9,168.53
Newport,RI,82888,85433,50792,43.3,909,21.1,102.39
Providence,RI,626667,621602,35920,25.1,704,22.5,409.5
Washington,RI,126979,123546,44433,40.9,800,23.6,329.24
Abbeville,SC,25417,26167,23829,16.2,351,24.9,490.48
Aiken,SC,160099,142552,31253,22.9,440,24.2,1071.03
Allendale,SC,10419,11211,21928,13.4,274,32.8,408.09
Anderson,SC,187126,165740,29084,18.2,443,22.6,715.43
Bamberg,SC,15987,16658,22689,14.7,315,32.1,393.37
Barnwell,SC,22621,23478,22480,12.8,315,31.6,548.39
Beaufort,SC,162233,120937,45427,36.7,831,20.2,576.28
Berkeley,SC,177843,142651,28848,16.7,627,25.9,1098.86
Calhoun,SC,15175,15185,31156,20.1,332,28.6,381.15
Charleston,SC,350209,309969,38702,36.7,687,22,916.09
Cherokee,SC,55342,52537,24794,11.6,396,22.2,392.66
Chester,SC,33140,34068,26488,10.7,374,26.7,580.66
Chesterfield,SC,46734,42768,24533,11.2,330,25.4,799.08
Clarendon,SC,34971,32502,23372,12.2,343,25.9,606.94
Colleton,SC,38892,38264,25402,13.2,398,32.8,1056.49
Darlington,SC,68681,67394,28498,17.1,351,21.9,561.15
Dillon,SC,32062,30722,21439,9.1,285,21.7,404.87
Dorchester,SC,136555,96413,29092,22.3,651,27.4,573.23
Edgefield,SC,26985,24595,26743,15.3,369,26.5,500.41
Fairfield,SC,23956,23454,25725,14.4,322,27.8,686.28
Florence,SC,136885,125761,31802,20.6,436,21.5,799.96
Georgetown,SC,60158,55797,34694,22,467,24.2,813.55
Greenville,SC,451225,379616,35076,29.1,531,21.2,785.12
Greenwood,SC,69661,66271,27297,22.4,432,19.8,454.73
Hampton,SC,21090,21386,23584,10.9,333,32.6,559.9
Horry,SC,269291,196629,28307,21,642,20.7,1133.9
Jasper,SC,24777,20678,26415,10.4,561,30.4,655.32
Kershaw,SC,61697,52647,31834,19,427,27.5,726.56
Lancaster,SC,76652,61351,22076,13.6,407,27.3,549.16
Laurens,SC,66537,69567,26237,14.8,367,23.8,713.8
Lee,SC,19220,20119,22066,9,297,27.4,410.18
Lexington,SC,262391,216014,34744,26.7,558,24.5,698.91
Marion,SC,33062,35466,22145,12.8,292,24.8,489.23
Marlboro,SC,28933,28818,20384,7.9,281,21.2,479.67
McCormick,SC,10233,9958,23166,14.9,281,26.7,359.13
Newberry,SC,37508,36108,26494,18.7,405,23.1,630.04
Oconee,SC,74273,66215,31675,21,386,23.8,626.33
Orangeburg,SC,92501,91582,26419,16.9,368,23.2,1106.1
Pickens,SC,119224,110757,26624,22.9,485,23.2,496.41
Richland,SC,384504,320677,34434,36.6,601,21.6,757.07
Saluda,SC,19875,19181,28778,13.6,347,28.7,452.78
Spartanburg,SC,284307,253791,28971,19.8,469,21.6,807.93
Sumter,SC,107456,104646,27576,17.6,432,21.4,665.07
Union,SC,28961,29881,26230,12,321,24.3,514.17
Williamsburg,SC,34423,37217,21644,11.6,242,26.4,934.16
York,SC,226073,164614,32627,25.3,563,24.3,680.6
Aurora,SD,2710,3058,34631,11.9,281,17.6,708.43
Beadle,SD,17398,17023,39838,19.6,340,12.3,1258.71
Bennett,SD,3431,3574,25915,16.1,179,18.2,1184.71
Bon Homme,SD,7070,7260,28147,15.9,289,17.6,563.7
Brookings,SD,31965,28220,33614,35.1,462,13.1,792.21
Brown,SD,36531,35460,43615,24.1,393,12.3,1712.98
Brule,SD,5255,5364,30107,23.5,331,12.6,817.24
Buffalo,SD,1912,2032,15752,5.2,203,10.9,471.38
Butte,SD,10110,9094,29497,17.7,360,24.4,2249.9
Campbell,SD,1466,1782,37559,17.2,401,17.9,733.68
Charles Mix,SD,9129,9350,30848,16,232,12.4,1097.49
Clark,SD,3691,4143,37357,10.7,316,22.3,957.6
Clay,SD,13864,13537,33398,42.7,460,16.9,412.19
Codington,SD,27227,25897,35749,21.1,454,14.1,688.5
Corson,SD,4050,4181,23075,14.4,132,18.9,2469.69
Custer,SD,8216,7275,31228,26,405,25.2,1557
Davison,SD,19504,18741,39622,24.3,408,13.2,435.56
Day,SD,5710,6267,30571,15.4,231,17,1027.87
Deuel,SD,4364,4498,39143,17.2,249,19.7,622.69
Dewey,SD,5301,5972,21832,13.4,194,19.5,2302.49
Douglas,SD,3002,3458,33393,13.8,244,12.5,431.8
Edmunds,SD,4071,4367,46200,18.3,371,17.9,1125.96
Fall River,SD,7094,7453,29255,19.8,356,15.5,1739.92
Faulk,SD,2364,2640,43009,18.8,241,12.8,981.75
Grant,SD,7356,7847,36091,15.5,388,13.3,681.46
Gregory,SD,4271,4792,32545,14.7,231,14.5,1014.96
Haakon,SD,1937,2196,42511,20.6,335,13.5,1810.53
Hamlin,SD,5903,5540,31361,18.3,315,20.1,507.23
Hand,SD,3431,3741,42466,16.6,237,13.7,1436.61
Hanson,SD,3331,3139,34303,19.4,257,18.6,434.51
Harding,SD,1255,1353,26439,29.1,186,14.8,2671.38
Hughes,SD,17022,16481,37311,32.5,396,12.1,741.56
Hutchinson,SD,7343,8075,35986,21.4,273,15.4,812.9
Hyde,SD,1420,1671,33752,14.1,238,16.4,860.52
Jackson,SD,3031,2930,16150,23.5,132,17.9,1863.91
Jerauld,SD,2071,2295,40078,11.6,317,14.9,526.23
Jones,SD,1006,1193,31324,15.8,356,10.7,969.68
Kingsbury,SD,5148,5815,36260,19.1,272,19.3,832.24
Lake,SD,11200,11276,33442,22.2,363,17.3,563.28
Lawrence,SD,24097,21802,33946,33.3,423,17.8,800.04
Lincoln,SD,44828,24131,40366,30.9,616,19.5,577.28
Lyman,SD,3755,3895,26024,17.6,90,12.1,1641.94
Marshall,SD,4656,4576,31377,17.7,284,16.9,838.07
McCook,SD,5618,5832,34144,20.5,363,24.9,574.2
McPherson,SD,2459,2904,32437,13.7,184,15,1136.64
Meade,SD,25434,24253,35599,22,472,19.3,3470.98
Mellette,SD,2048,2083,21355,14.7,143,22.5,1307.31
Miner,SD,2389,2884,35196,17.7,293,17.4,570.31
Minnehaha,SD,169468,148281,38406,28.2,577,16.3,807.15
Moody,SD,6486,6595,38584,21.9,350,19.8,519.39
Pennington,SD,100948,88565,36425,27.1,566,17.7,2776.55
Perkins,SD,2982,3363,28636,16.2,255,12.2,2870.48
Potter,SD,2329,2693,39956,18,259,10.8,861.14
Roberts,SD,10149,10016,29627,15.5,230,17,1101.04
Sanborn,SD,2355,2675,45569,17.5,317,20.5,569.32
Shannon,SD,13586,12466,16240,12.9,147,15.2,2093.9
Spink,SD,6415,7454,37089,18.3,319,14.6,1503.93
Stanley,SD,2966,2772,39847,24.9,529,14.2,1444.43
Sully,SD,1373,1556,64352,25.3,311,16.6,1006.82
Todd,SD,9612,9050,15890,16,154,18,1388.56
Tripp,SD,5644,6430,30384,16.3,310,11.8,1612.45
Turner,SD,8347,8849,36422,23,320,25.8,617.06
Union,SD,14399,12584,51772,27.6,514,16.9,460.54
Walworth,SD,5438,5974,30244,19.4,324,13.6,708.63
Yankton,SD,22438,21652,33905,25.6,373,14.9,521.16
Ziebach,SD,2801,2519,14719,11.2,197,30.6,1961.27
Anderson,TN,75129,71330,31077,21.7,461,22.6,337.16
Bedford,TN,45058,37586,28281,13,472,24.1,473.64
Benton,TN,16489,16537,23737,13.8,293,24.6,394.14
Bledsoe,TN,12876,12367,23849,8.6,313,32.1,406.43
Blount,TN,123010,105823,29325,20.7,491,23.2,558.71
Bradley,TN,98963,87965,29380,19.2,454,20.6,328.76
Campbell,TN,40716,39854,24706,9.2,306,27,480.19
Cannon,TN,13801,12826,27942,11.1,408,33,265.64
Carroll,TN,28522,29475,25825,13.7,322,23,599.25
Carter,TN,57424,56742,23987,13.8,362,22.5,341.2
Cheatham,TN,39105,35912,31870,16.7,565,32.5,302.44
Chester,TN,17131,15540,24580,14.2,385,23.9,285.74
Claiborne,TN,32213,29862,24534,11.5,316,25.2,434.58
Clay,TN,7861,7976,22273,11.4,258,27.6,236.54
Cocke,TN,35662,33565,21414,8.6,326,27.7,434.57
Coffee,TN,52796,48014,29697,18.4,440,22.9,428.96
Crockett,TN,14586,14532,25072,14.2,353,22.4,265.54
Cumberland,TN,56053,46802,27390,15.8,405,23.6,681.03
Davidson,TN,626681,569891,43394,33.6,633,23.1,504.03
Decatur,TN,11757,11731,28038,8.8,293,26,333.85
DeKalb,TN,18723,17423,26756,10.6,354,23.3,304.35
Dickson,TN,49666,43156,28658,15.5,512,30.4,489.9
Dyer,TN,38335,37279,28910,13.8,380,18.3,512.33
Fayette,TN,38413,28806,33247,17.8,395,33.1,704.79
Fentress,TN,17959,16625,24694,9.3,319,26.5,498.61
Franklin,TN,41052,39270,26449,17.1,407,22.6,554.54
Gibson,TN,49683,48152,26428,14.6,346,21.3,602.74
Giles,TN,29485,29447,26433,13.8,356,27.1,610.93
Grainger,TN,22657,20659,23579,7.5,335,30.2,280.6
Greene,TN,68831,62909,31490,12.8,379,22.7,622.17
Grundy,TN,13703,14332,22313,9.2,314,27.6,360.53
Hamblen,TN,62544,58128,27007,14.8,411,21,161.18
Hamilton,TN,336463,307896,36943,26.9,524,21.2,542.43
Hancock,TN,6819,6786,15967,7.3,285,30,222.34
Hardeman,TN,27253,28105,22695,10.9,311,29,667.77
Hardin,TN,26026,25578,26623,10,338,21,577.32
Hawkins,TN,56833,53563,25023,12.2,383,23.6,486.98
Haywood,TN,18787,19797,24126,12.8,357,22.7,533.11
Henderson,TN,27769,25522,24624,10.9,371,23.9,520.07
Henry,TN,32330,31115,26482,13.3,361,20.7,562.1
Hickman,TN,24690,22295,22425,9,389,36,612.5
Houston,TN,8426,8088,24585,7.1,371,26.7,200.29
Humphreys,TN,18538,17929,27803,12.6,353,26.3,530.98
Jackson,TN,11638,10984,25332,8.6,282,29.3,308.32
Jefferson,TN,51407,44294,25200,13.5,430,24.9,274.08
Johnson,TN,18244,17499,20785,10.4,321,26.5,298.48
Knox,TN,432226,382032,35491,33,541,20.8,508.22
Lake,TN,7832,7954,17826,4.7,200,19.9,165.78
Lauderdale,TN,27815,27101,20703,8.7,350,22.8,471.99
Lawrence,TN,41869,39926,22754,10.8,312,26.8,617.13
Lewis,TN,12161,11367,21977,9.4,329,25.7,282.09
Lincoln,TN,33361,31340,28477,15.9,330,26.5,570.34
Loudon,TN,48556,39086,33543,21.3,447,23.1,229.22
Macon,TN,22248,20386,24937,8.1,329,31.3,307.14
Madison,TN,98294,91837,31112,24.4,479,19.1,557.12
Marion,TN,28237,27776,28590,11,416,27.2,498.16
Marshall,TN,30617,26767,24569,11.4,440,28,375.46
Maury,TN,80956,69498,27809,16.1,497,27,613.14
McMinn,TN,52266,49015,26238,14.3,404,21.8,430.13
McNairy,TN,26075,24653,26560,9.7,324,22.5,562.86
Meigs,TN,11753,11086,24198,9.6,413,27.2,195.12
Monroe,TN,44519,38961,24486,11,377,26.1,635.57
Montgomery,TN,172331,134768,35337,22.8,569,24.4,539.18
Moore,TN,6362,5740,29657,14.3,363,24.6,129.22
Morgan,TN,21987,19757,21687,5.4,367,31.2,522.18
Obion,TN,31807,32450,29372,12.3,341,19.8,544.73
Overton,TN,22083,20118,22782,10.1,330,27.6,433.48
Perry,TN,7915,7631,25632,7.2,336,28.8,414.73
Pickett,TN,5077,4945,22411,10.7,264,26.4,162.98
Polk,TN,16825,16050,26242,9.3,311,28.2,434.68
Putnam,TN,72321,62315,27682,21.7,420,20.3,401.1
Rhea,TN,31809,28400,24534,11.2,385,24.1,315.38
Roane,TN,54181,51910,30278,17.2,384,26.2,360.71
Robertson,TN,66283,54433,30829,14,520,28.2,476.29
Rutherford,TN,262604,182023,30761,26.4,651,26.1,619.36
Scott,TN,22228,21127,21130,8.1,299,26.3,532.3
Sequatchie,TN,14112,11370,27179,16.8,369,30.2,265.86
Sevier,TN,89889,71170,30276,15.2,510,24.2,592.5
Shelby,TN,927644,897472,40265,27.5,577,22.3,763.17
Smith,TN,19166,17712,27849,12.2,351,28.1,314.29
Stewart,TN,13324,12370,25938,10.7,334,31.7,459.33
Sullivan,TN,156823,153048,32141,19.6,402,20.1,413.36
Sumner,TN,160645,130449,33268,22.8,597,27.4,529.45
Tipton,TN,61081,51271,28995,14.1,475,31,458.37
Trousdale,TN,7870,7259,25626,9.7,398,31.9,114.19
Unicoi,TN,18313,17667,28420,11.9,341,22.5,186.17
Union,TN,19109,17808,22044,6.9,380,32.5,223.55
Van Buren,TN,5548,5508,25071,8.7,247,22.8,273.42
Warren,TN,39839,38276,25512,11.2,404,23.3,432.68
Washington,TN,122979,107198,30516,26.9,462,20,326.47
Wayne,TN,17021,16842,19771,7.9,309,27.6,734.1
Weakley,TN,35021,34895,26301,18.7,349,20.5,580.36
White,TN,25841,23102,22313,10.1,345,21.5,376.67
Williamson,TN,183182,126638,54755,50.2,880,26.5,582.6
Wilson,TN,113993,88809,36522,23.3,602,27.8,570.83
Anderson,TX,58458,55109,23399,11,429,23.6,1062.6
Andrews,TX,14786,13004,33971,10.2,379,20.5,1500.71
Angelina,TX,86771,80130,32627,15.8,455,20.5,797.78
Aransas,TX,23158,22497,33602,23.4,527,19.5,252.07
Archer,TX,9054,8854,36236,19.3,306,18.9,903.11
Armstrong,TX,1901,2148,29943,22.5,406,25,909.11
Atascosa,TX,44911,38628,25358,10.8,409,31,1219.54
Austin,TX,28417,23590,35580,16.6,477,26.1,646.51
Bailey,TX,7165,6594,27444,18.9,244,14,826.8
Bandera,TX,20485,17645,31632,24.2,454,29,790.96
Bastrop,TX,74171,57733,26011,17,599,32.4,888.15
Baylor,TX,3726,4093,26746,21.8,258,23.1,867.48
Bee,TX,31861,32359,20887,9.5,407,20.8,880.24
Bell,TX,310235,237974,34414,21.5,593,18.7,1051.02
Bexar,TX,1714773,1392931,34163,24.6,609,24,1239.82
Blanco,TX,10497,8418,37135,25.9,443,27,709.25
Borden,TX,641,729,31604,18.7,412,19.2,897.44
Bosque,TX,18212,17204,27274,14.8,389,27.6,982.98
Bowie,TX,92565,89306,30291,17.8,443,18.2,885.01
Brazoria,TX,313166,241767,34529,25.3,575,28.7,1357.7
Brazos,TX,194851,152415,26147,38.4,595,16.9,585.45
Brewster,TX,9232,8866,29103,27.6,418,13.8,6183.73
Briscoe,TX,1637,1790,28896,16.1,376,18.4,900
Brooks,TX,7223,7976,21016,11.1,139,18.9,943.36
Brown,TX,38106,37674,26171,15.3,399,16.3,944.43
Burleson,TX,17187,16470,28960,11.5,385,27.8,659.03
Burnet,TX,42750,34147,33413,21.1,465,25.4,994.26
