Name,State,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
Gilmer,GA,28292,23456,26025,12.1,498,27.5,426.54
Glascock,GA,3082,2556,21024,6.7,277,32.5,143.74
Glynn,GA,79626,67568,38088,26.6,563,18.7,419.75
Gordon,GA,55186,44104,25978,11.7,455,22.8,355.81
Grady,GA,25011,23659,22870,11.3,374,27.3,454.53
Greene,GA,15994,14406,31331,20.7,417,26.3,387.44
Gwinnett,GA,805321,588448,33163,35.2,780,32.4,430.38
Habersham,GA,43041,35902,25232,18.8,422,21.9,276.74
Hall,GA,179684,139277,29623,19.8,642,26.4,392.78
Hancock,GA,9429,10076,18727,9.3,294,28.1,471.84
Haralson,GA,28780,25690,26556,10,424,29.3,282.17
Harris,GA,32024,23695,38609,25.7,501,26.2,463.87
Hart,GA,25213,22997,23684,14.6,374,22.6,232.39
Heard,GA,11834,11012,23452,5.9,441,35.4,296.03
Henry,GA,203922,119341,28637,23.5,800,32.8,322.13
Houston,GA,139900,110765,30572,25.1,581,20.4,375.54
Irwin,GA,9538,9931,21460,8.1,320,20.6,354.34
Jackson,GA,60485,41589,27932,14.7,511,26.5,339.66
Jasper,GA,13900,11426,26126,12.9,430,36.7,368.17
Jeff Davis,GA,15068,12684,22828,11.4,263,20.4,330.74
Jefferson,GA,16930,17266,22140,8.9,268,22.7,526.49
Jenkins,GA,8340,8575,20758,11.8,247,26,347.28
Johnson,GA,9980,8560,19430,9.1,252,27.4,303.01
Jones,GA,28669,23639,29354,18.7,486,24.4,393.93
Lamar,GA,18317,15912,25808,9.7,425,25.4,183.5
Lanier,GA,10078,7241,24070,8,410,25.7,185.26
Laurens,GA,48434,44874,26487,16.5,352,20.7,807.3
Lee,GA,28298,24757,25824,17,559,20.6,355.78
Liberty,GA,63453,61610,25342,15.2,596,21,489.8
Lincoln,GA,7996,8348,24788,9,329,32.5,210.38
Long,GA,14464,10304,20874,11.1,431,26.7,400.29
Lowndes,GA,109233,92115,27351,22.9,530,16.7,496.07
Lumpkin,GA,29966,21016,27426,19.3,559,29.8,282.93
Macon,GA,14740,14074,21268,12.7,259,21.5,400.64
Madison,GA,28120,25730,27092,12.9,443,24.4,282.31
Marion,GA,8742,7144,27854,5.9,257,26.7,366
McDuffie,GA,21875,21231,28415,11.6,396,22.8,257.46
McIntosh,GA,14333,10847,24224,12.9,411,26.6,424.3
Meriwether,GA,21992,22534,22715,10.9,393,29.1,501.22
Miller,GA,6125,6383,25469,10.1,291,20,282.42
Mitchell,GA,23498,23932,20970,9.5,339,20,512.09
Monroe,GA,26424,21757,32020,21.1,386,26.8,395.66
Montgomery,GA,9123,8270,22082,17.2,346,23.3,239.52
Morgan,GA,17868,15457,32527,23,482,25.1,347.35
Murray,GA,39628,36506,23863,6.7,432,22.8,344.47
Muscogee,GA,189885,186291,36353,22.1,517,18.5,216.39
Newton,GA,99958,62001,23576,19,661,31.9,272.16
Oconee,GA,32808,26225,42463,44,605,22,184.29
Oglethorpe,GA,14899,12635,26796,11.6,415,27.8,439.01
Paulding,GA,142324,81678,29539,20.1,691,38.9,312.22
Peach,GA,27695,23668,25124,19.4,399,24.1,150.27
Pickens,GA,29431,22983,34162,23.3,517,31.4,232.06
Pierce,GA,18758,15636,23659,8.2,333,22.9,316.49
Pike,GA,17869,13688,27292,13.4,515,31.9,216.09
Polk,GA,41475,38127,23191,11.5,427,26.5,310.33
Pulaski,GA,12010,9588,27305,7.3,311,21.7,249.03
Putnam,GA,21218,18812,31415,17.5,490,26,344.64
Quitman,GA,2513,2598,21827,12.8,242,18.7,151.24
Rabun,GA,16276,15050,28413,23.7,466,21.6,369.99
Randolph,GA,7719,7791,22117,13,258,19,428.24
Richmond,GA,200549,199775,27343,19.7,518,19.2,324.33
Rockdale,GA,85215,70111,31259,23.1,731,32,129.79
Schley,GA,5010,3766,22832,10,354,26.1,166.91
Screven,GA,14593,15374,22204,11.8,255,29.8,645.1
Seminole,GA,8729,9369,24612,10.6,345,20.6,235.23
Spalding,GA,64073,58417,26842,13.5,522,28.4,196.47
Stephens,GA,26175,25435,27533,14.5,367,20.8,179.13
Stewart,GA,6058,5252,25533,8.7,277,26.8,458.73
Sumter,GA,32819,33200,25787,19.4,403,17.8,482.7
Talbot,GA,6865,6498,22801,10.7,267,27.3,391.39
Taliaferro,GA,1717,2077,20948,7.4,253,28.4,194.61
Tattnall,GA,25520,22305,23344,12.1,276,25.3,479.4
Taylor,GA,8906,8815,22092,7.5,306,24.4,376.69
Telfair,GA,16500,11794,18247,7.6,293,22.6,437.3
Terrell,GA,9315,10970,22735,10.1,231,21.6,335.44
Thomas,GA,44720,42737,31104,19.3,417,19.3,544.6
Tift,GA,40118,38407,25168,15.9,388,16,258.92
Toombs,GA,27223,26067,25437,13.4,342,21.1,364.01
Towns,GA,10471,9319,30699,20.3,507,24.8,166.56
Treutlen,GA,6885,6854,19145,8.3,232,23.4,199.44
Troup,GA,67044,58779,28320,19.3,432,20.3,413.99
Turner,GA,8930,9504,22114,12.2,257,19.5,285.39
Twiggs,GA,9023,10590,23432,8.6,341,29.8,358.4
Union,GA,21356,17289,28111,20,462,21.3,321.93
Upson,GA,27153,27597,23373,11.4,364,24.6,323.44
Walker,GA,68756,61053,26003,12.2,442,25.7,446.38
Walton,GA,83768,60687,29232,16.8,569,32.2,325.68
Ware,GA,36312,35483,23939,11.8,365,21.5,892.46
Warren,GA,5834,6336,22709,4.7,328,25.2,284.3
Washington,GA,21187,21176,26669,11.6,297,21.5,678.45
Wayne,GA,30099,26565,25125,11.1,324,24.4,641.78
Webster,GA,2799,2390,28095,7.6,215,21.6,209.12
Wheeler,GA,7421,6179,17718,7.6,222,19.7,295.48
White,GA,27144,19944,25383,18.5,500,26.8,240.69
Whitfield,GA,102599,83525,31323,15.6,504,19.2,290.46
Wilcox,GA,9255,8577,21251,7.5,298,22,377.71
Wilkes,GA,10593,10687,24415,14.5,310,25.5,469.49
Wilkinson,GA,9563,10220,23491,13,272,23.9,447.31
Worth,GA,21679,21967,25820,9.7,315,25.1,570.7
Hawaii,HI,185079,148677,29702,26.2,848,26.1,4028.42
Honolulu,HI,953207,876156,42015,30.7,1162,26.8,600.74
Kalawao,HI,90,147,0,25.6,2001,5.7,11.99
Kauai,HI,67091,58463,33356,23.5,1004,19.2,619.96
Maui,HI,154834,128094,35835,25.8,1119,20.8,1161.52
Adair,IA,7682,8243,33151,13.4,328,20.5,569.27
Adams,IA,4029,4482,31471,15.3,268,19.3,423.44
Allamakee,IA,14330,14675,28503,13.6,356,20.2,639.08
Appanoose,IA,12887,13721,25337,15.7,325,18.3,497.29
Audubon,IA,6119,6830,34713,14.3,314,19.8,442.96
Benton,IA,26076,25308,32419,16.5,362,24.4,716.27
Black Hawk,IA,131090,128012,32915,23.7,499,15.5,565.77
Boone,IA,26306,26224,35131,19.3,446,20.1,571.57
Bremer,IA,24276,23325,35830,27.3,444,18.4,435.48
Buchanan,IA,20958,21093,30355,18.2,350,23.2,571.02
Buena Vista,IA,20260,20411,30847,22.3,384,13.8,574.92
Butler,IA,14867,15305,32335,13.4,340,22.7,580.13
Calhoun,IA,9670,11115,33364,16.6,332,20.9,569.97
Carroll,IA,20816,21421,34600,20.1,374,13.8,569.44
Cass,IA,13956,14684,31929,13.4,387,19,564.27
Cedar,IA,18499,18187,34240,19.2,420,24.1,579.44
Cerro Gordo,IA,44151,46447,34636,21.5,425,15.2,568.31
Cherokee,IA,12072,13035,34350,18.6,315,14.2,576.91
Chickasaw,IA,12439,13095,31992,12.5,338,18.8,504.38
Clarke,IA,9286,9133,28867,12.2,356,21.2,431.17
Clay,IA,16667,17372,32929,18.2,373,14.3,567.24
Clayton,IA,18129,18678,30524,14.6,335,22.6,778.54
Clinton,IA,49116,50149,32118,17.1,391,18.4,694.92
Crawford,IA,17096,16942,30185,13.7,354,15,714.19
Dallas,IA,66135,40750,40423,36.8,528,21.1,588.45
Davis,IA,8753,8541,25108,17.2,338,23.4,502.19
Decatur,IA,8457,8689,22237,17.7,347,20.6,531.88
Delaware,IA,17764,18404,32674,14.5,343,21.6,577.76
Des Moines,IA,40325,42351,33877,18.5,405,16.4,416.12
Dickinson,IA,16667,16424,38738,27.8,372,17.7,380.61
Dubuque,IA,93653,89143,33505,25,449,16.2,608.31
Emmet,IA,10302,11027,31929,17.2,375,17.4,395.88
Fayette,IA,20880,22008,28580,16.1,329,19.8,730.81
Floyd,IA,16303,16900,31429,15.2,312,19.5,500.63
Franklin,IA,10680,10704,34824,14.1,343,18.1,581.97
Fremont,IA,7441,8010,33431,17,351,21.8,511.15
Greene,IA,9336,10366,33586,17.8,347,18.2,569.57
Grundy,IA,12453,12369,35819,21.1,335,19,501.86
Guthrie,IA,10954,11353,34059,18.7,374,26.7,590.62
Hamilton,IA,15673,16438,35530,16.4,409,16.3,576.75
Hancock,IA,11341,12100,34878,15.4,349,17.8,571.01
Hardin,IA,17534,18812,32377,20.7,347,16.8,569.31
Harrison,IA,14928,15666,31587,14.3,400,26.7,696.85
Henry,IA,20145,20336,29918,19.7,408,17.4,434.33
Howard,IA,9566,9932,32057,10.8,322,16.7,473.25
Humboldt,IA,9815,10381,34887,15.9,354,16.3,434.35
Ida,IA,7089,7837,35099,17.9,280,15.2,431.51
Iowa,IA,16355,15671,35040,18.9,419,21.5,586.46
Jackson,IA,19848,20296,29221,14,370,21.6,636.04
Jasper,IA,36842,37213,30030,17.2,456,21.3,730.42
Jefferson,IA,16843,16181,34928,31.2,372,13,435.51
Johnson,IA,130882,111006,36453,50.8,634,17.5,614.04
Jones,IA,20638,20221,27140,15,388,23.2,575.62
Keokuk,IA,10511,11400,28925,13,327,26.6,579.18
Kossuth,IA,15543,17163,37584,16.5,301,15.1,972.72
Lee,IA,35862,38052,29883,15.1,363,16.7,517.52
Linn,IA,211226,191701,38419,29.1,505,17.7,716.88
Louisa,IA,11387,12183,31534,12.5,370,21.3,401.77
Lucas,IA,8898,9422,25364,10.5,325,23.7,430.59
Lyon,IA,11581,11763,30235,15.6,368,18.4,587.65
Madison,IA,15679,14019,34027,16.7,432,28.8,561.01
Mahaska,IA,22381,22335,31533,17.1,373,18.4,570.86
Marion,IA,33309,32052,32907,23.5,494,19.9,554.53
Marshall,IA,40648,39311,33165,18.1,443,17.2,572.5
Mills,IA,15059,14547,38051,21,466,23.9,437.44
Mitchell,IA,10776,10874,32480,17.2,345,16.5,469.13
Monona,IA,9243,10020,29551,14.6,325,22.4,694.07
Monroe,IA,7970,8016,33733,14,374,21.8,433.72
Montgomery,IA,10740,11771,29760,17.7,381,20.5,424.1
Muscatine,IA,42745,41722,36207,20.8,459,17.4,437.47
O'Brien,IA,14398,15102,34467,17.7,359,16.4,573.04
Osceola,IA,6462,7003,30845,15.3,317,16.1,398.68
Page,IA,15932,16976,30284,17.6,373,16.2,534.94
Palo Alto,IA,9421,10147,31782,15.4,296,16.5,563.84
Plymouth,IA,24986,24849,35562,20.4,408,18.6,862.89
Pocahontas,IA,7310,8662,32699,16.7,267,18,577.24
Polk,IA,430640,374601,41992,33.4,619,18.5,573.8
Pottawattamie,IA,93158,87704,33292,17.7,546,19.9,950.28
Poweshiek,IA,18914,18815,35361,21.4,373,16.6,584.93
Ringgold,IA,5131,5469,26138,20.1,288,19.2,535.5
Sac,IA,10350,11529,34065,16.6,296,17.9,575.01
Scott,IA,165224,158668,38543,29.6,511,18.1,458.09
Shelby,IA,12167,13173,34131,16.6,332,17.8,590.78
Sioux,IA,33704,31589,32302,21.6,389,12.2,768.33
Story,IA,89542,79981,33942,45.4,612,16.6,572.82
Tama,IA,17767,18103,29039,16.7,376,21.9,721.01
Taylor,IA,6317,6958,29170,12.4,266,19,531.9
Union,IA,12534,12309,29095,15,360,14.5,423.65
Van Buren,IA,7570,7809,25295,13.3,278,21.1,484.79
Wapello,IA,35625,36051,29201,14.8,408,17,431.83
Warren,IA,46225,40671,35605,25.2,547,23.8,569.83
Washington,IA,21704,20670,34457,17.9,407,21.2,568.84
Wayne,IA,6403,6730,26134,10.9,280,23.8,525.44
Webster,IA,38013,40235,31790,18.1,401,15.5,715.62
Winnebago,IA,10866,11723,31487,16.6,321,14.1,400.49
Winneshiek,IA,21056,21310,34861,26.8,377,16.6,689.87
Woodbury,IA,102172,103877,30733,20.4,462,17.1,872.83
Worth,IA,7598,7909,30072,15.6,339,20.6,400.12
Wright,IA,13229,14334,37134,14.6,312,15.4,580.42
Ada,ID,392365,300904,43028,34.2,668,19.4,1052.58
Adams,ID,3976,3476,29564,19.9,434,19.2,1363.06
Bannock,ID,82839,75565,27230,27,488,16.9,1111.99
Bear Lake,ID,5986,6411,24755,15.6,392,20.5,974.79
Benewah,ID,9285,9171,28237,11,410,18,776.62
Bingham,ID,45607,41735,25193,16.3,416,20.4,2093.98
Blaine,ID,21376,18991,64207,40.7,782,18.3,2643.59
Boise,ID,7028,6670,29626,23,535,36.5,1899.24
Bonner,ID,40877,36835,29808,20.6,543,23.4,1734.57
Bonneville,ID,104234,82522,33468,26,528,20,1866.08
Boundary,ID,10972,9871,21314,14.4,447,19.3,1268.56
Butte,ID,2891,2899,26994,18.4,373,24.1,2231.67
Camas,ID,1117,991,28958,21.4,535,27.4,1074.49
Canyon,ID,188923,131441,22278,16,577,24.4,587.37
Caribou,ID,6963,7304,29270,18.2,363,16.2,1764.15
Cassia,ID,22952,21416,28589,16.1,393,15.6,2565.08
Clark,ID,982,1022,29525,7.6,340,14.1,1764.19
Clearwater,ID,8761,8930,28367,15.4,394,23.5,2457.27
Custer,ID,4368,4342,27973,25,417,23.1,4920.94
Elmore,ID,27038,29130,27635,13.2,586,18.5,3074.74
Franklin,ID,12786,11329,26050,16.2,458,23,663.65
Fremont,ID,13242,11819,22815,20.8,412,20.7,1863.53
Gem,ID,16719,15181,25398,10.3,543,31.6,560.9
Gooding,ID,15464,14155,36354,12.9,455,20.1,728.97
Idaho,ID,16267,15511,24789,12.9,376,20.3,8477.35
Jefferson,ID,26140,19155,23792,16.5,421,25.6,1093.5
Jerome,ID,22374,18342,31440,11.9,499,17.2,597.19
Kootenai,ID,138494,108685,30719,22,635,21.5,1244.13
Latah,ID,37244,34935,29216,42.1,543,17.6,1076
Lemhi,ID,7936,7806,26131,23.8,380,12.9,4563.39
Lewis,ID,3821,3747,30399,14.1,390,20.1,478.8
Lincoln,ID,5208,4044,25567,12.3,424,31.3,1201.41
Madison,ID,37536,27467,16212,31.1,564,13.8,469.21
Minidoka,ID,20069,20174,23907,10.6,338,17,757.59
Nez Perce,ID,39265,37410,31488,18.7,462,15.3,848.09
Oneida,ID,4286,4125,22299,16.1,410,24,1200.06
Owyhee,ID,11526,10644,26459,10.6,361,25.5,7665.51
Payette,ID,22623,20578,26757,14.5,438,19.9,406.87
Power,ID,7817,7538,25131,20.4,404,17.8,1404.24
Shoshone,ID,12765,13771,28923,11.9,392,18.7,2629.67
Teton,ID,10170,5999,29112,27.9,636,25.1,449.46
Twin Falls,ID,77230,64284,28642,16.7,513,15.8,1921.21
Valley,ID,9862,7651,38025,31.5,698,15.1,3664.52
Washington,ID,10198,9977,25624,17.4,389,20.6,1452.98
Adams,IL,67103,68277,32387,21.3,389,16.1,855.2
Alexander,IL,8238,9590,21881,9.8,267,26.1,235.51
Bond,IL,17768,17633,28550,23.8,429,25.2,380.28
Boone,IL,54165,41786,31069,19.3,579,31.7,280.72
Brown,IL,6937,6950,23486,11.7,261,18,305.61
Bureau,IL,34978,35503,32319,15.9,382,19,869.03
Calhoun,IL,5089,5084,27883,13.4,313,38.9,253.83
Carroll,IL,15387,16674,30975,15.8,368,25.2,444.81
Cass,IL,13642,13695,28205,12.6,381,24.5,375.82
Champaign,IL,201081,179669,30838,40.3,592,16.7,996.27
Christian,IL,34800,35372,29784,13.3,379,24.5,709.38
Clark,IL,16335,17008,28439,14.5,354,23,501.42
Clay,IL,13815,14560,28208,15.6,280,17.6,468.32
Clinton,IL,37762,35535,33953,17.6,456,25,474.09
Coles,IL,53873,53196,27751,21.6,445,16.6,508.29
Cook,IL,5194675,5376741,45230,32.7,766,31.9,945.33
Crawford,IL,19817,20452,30346,13.7,337,17.8,443.63
Cumberland,IL,11048,11253,28977,13.1,347,23.6,346.02
De Witt,IL,16561,16798,30453,17.4,383,22.3,397.51
DeKalb,IL,105160,88969,29615,27.5,655,24.8,631.31
Douglas,IL,19980,19922,30022,16,411,20.7,416.67
DuPage,IL,916924,904161,55371,44.4,900,28.9,327.5
Edgar,IL,18576,19704,27078,17.4,361,21.7,623.37
Edwards,IL,6721,6971,28233,12.9,295,20.2,222.42
Effingham,IL,34242,34264,31981,19.4,404,17.3,478.78
Fayette,IL,22140,21802,23917,12.8,349,23.6,716.48
Ford,IL,14081,14241,32485,17.9,390,22.8,485.62
Franklin,IL,39561,39018,25133,13.4,344,23,408.89
Fulton,IL,37069,38250,28151,13.3,382,26.7,865.6
Gallatin,IL,5589,6445,27290,9.7,195,27.6,323.07
Greene,IL,13886,14761,23894,13.2,338,27,543.02
Grundy,IL,50063,37535,33178,17.5,678,28.8,418.04
Hamilton,IL,8457,8621,25964,10,250,26.7,434.67
Hancock,IL,19104,20121,28743,19.4,353,21.7,793.73
Hardin,IL,4320,4800,23533,10.3,184,25.9,177.53
Henderson,IL,7331,8213,28445,12.7,336,25.3,378.87
Henry,IL,50486,51020,32572,20.4,413,21.9,822.99
Iroquois,IL,29718,31334,28842,14.4,432,23.9,1117.32
Jackson,IL,60218,59612,27974,35.2,451,16.9,584.08
Jasper,IL,9698,10117,29332,12.8,283,24.3,494.51
Jefferson,IL,38827,40045,28536,14.3,356,20.3,571.17
Jersey,IL,22985,21668,31894,16.2,416,28.8,369.27
Jo Daviess,IL,22678,22289,38937,21.4,447,21.1,601.09
Johnson,IL,12582,12878,19798,14.1,304,26.7,343.92
Kane,IL,515269,404119,36131,30.9,786,28.7,520.06
Kankakee,IL,113449,103833,29196,17.1,562,22.8,676.56
Kendall,IL,114736,54544,33805,30.6,853,32.8,320.34
Knox,IL,52919,55836,28290,15.7,369,19.6,716.4
Lake,IL,703462,644356,56456,40.9,824,30.7,443.67
LaSalle,IL,113924,111509,31573,15.5,472,22.1,1135.12
Lawrence,IL,16833,15452,26394,11.7,302,21.8,372.18
Lee,IL,36031,36062,30115,15.6,440,22.2,724.9
Livingston,IL,38950,39678,34400,14,441,19.9,1044.29
Logan,IL,30305,31183,27408,17.9,390,20.8,618.06
Macon,IL,110768,114706,36433,20.1,444,17.5,580.69
Macoupin,IL,47765,49019,30779,14.5,377,27.4,862.91
Madison,IL,269282,258941,33585,22.6,508,24.2,715.58
Marion,IL,39437,41691,28667,13.5,367,21.6,572.36
Marshall,IL,12640,13180,33016,16.2,382,26.9,386.79
Mason,IL,14666,16038,29502,16.4,367,26.2,539.24
Massac,IL,15429,15161,27552,13.3,348,19.6,237.22
McDonough,IL,32612,32913,24902,32.9,490,14.9,589.41
McHenry,IL,308760,260077,39061,31.2,854,33.7,603.17
McLean,IL,169572,150433,35371,39.9,578,17.1,1183.38
Menard,IL,12705,12486,33815,25.1,374,29.1,314.44
Mercer,IL,16434,16957,32881,13,383,27.6,561.2
Monroe,IL,32957,27619,37375,24.4,574,29.4,385.01
Montgomery,IL,30104,30652,26522,13,341,23.5,703.69
Morgan,IL,35547,36616,28227,21.3,401,19.5,568.79
Moultrie,IL,14846,14287,30324,13.2,408,20.6,335.94
Ogle,IL,53497,51032,30294,17.5,468,24.9,758.57
Peoria,IL,186494,183433,39595,27.8,512,18.7,619.21
Perry,IL,22350,23094,22370,12.1,319,24.4,441.76
Piatt,IL,16729,16365,36433,21.6,474,21.6,439.2
Pike,IL,16430,17384,26788,13.8,293,20.9,831.38
Pope,IL,4470,4413,25174,9.2,257,33.3,368.77
Pulaski,IL,6161,7348,23718,10,260,27.1,199.19
Putnam,IL,6006,6086,34902,13.4,440,23.6,160.16
Randolph,IL,33476,33893,25771,11.9,373,24.3,575.5
Richland,IL,16233,16149,27472,17.5,367,16.7,359.99
Rock Island,IL,147546,149374,35228,21,484,18.1,427.64
Saline,IL,24913,26733,26892,14.7,310,22.1,379.82
Sangamon,IL,197465,188951,36301,29.9,509,18.3,868.3
Schuyler,IL,7544,7189,30582,16.5,326,22.8,437.27
Scott,IL,5355,5537,26504,18.3,283,25.6,250.91
Shelby,IL,22363,22893,27315,15.2,335,22.7,758.52
St. Clair,IL,270056,256082,33195,23.2,495,23,657.76
Stark,IL,5994,6332,33097,13.8,339,25.4,288.08
Stephenson,IL,47711,48979,34415,17.5,407,20,564.52
Tazewell,IL,135394,128485,37625,22.2,484,20.8,648.97
Union,IL,17808,18293,25578,17.9,299,22.4,413.46
Vermilion,IL,81625,83919,27141,13.2,395,19.9,898.37
Wabash,IL,11947,12937,29922,13.9,336,19.7,223.25
Warren,IL,17707,18735,26516,19.4,352,18.8,542.41
Washington,IL,14716,15148,31798,16.5,355,26.4,562.57
Wayne,IL,16760,17151,28846,10.8,290,19.7,713.81
White,IL,14665,15371,31442,14.7,287,25.2,494.77
Whiteside,IL,58498,60653,31163,15,439,19.6,684.25
Will,IL,677560,502266,36687,29,721,33.1,836.91
Williamson,IL,66357,61296,29206,20.7,418,20.2,420.15
Winnebago,IL,295266,278418,31261,20.5,533,21.7,513.36
Woodford,IL,38664,35469,35924,25.1,495,23.4,527.8
Adams,IN,34387,33625,27144,12.3,439,22.5,339.03
Allen,IN,355329,331849,33698,24.7,500,20.4,657.31
Bartholomew,IN,76794,71435,36957,25.8,571,19.6,406.91
Benton,IN,8854,9421,30730,13.8,402,24.4,406.42
Blackford,IN,12766,14048,25424,12.1,366,25,165.08
Boone,IN,56640,46107,49720,34.7,595,23.1,422.91
Brown,IN,15242,14957,34893,21.3,588,34.3,311.98
Carroll,IN,20155,20165,28929,13.2,428,25.7,372.22
Cass,IN,38966,40930,28255,13.6,433,20.1,412.16
Clark,IN,110232,96472,32661,16.8,522,22.2,372.86
Clay,IN,26890,26556,26026,13.2,405,25.2,357.54
Clinton,IN,33224,33866,27159,12.3,474,21.5,405.07
Crawford,IN,10713,10743,24419,10.1,288,34.5,305.64
Daviess,IN,31648,29820,29684,11.6,379,21.8,429.49
Dearborn,IN,50047,46109,32755,17,532,27.9,305.03
Decatur,IN,25740,24555,30050,14.5,429,20.5,372.57
DeKalb,IN,42223,40285,29136,16.3,488,20.5,362.82
Delaware,IN,117671,118769,27611,21.5,494,19.1,392.12
Dubois,IN,41889,39674,39760,20.1,417,17.9,427.27
Elkhart,IN,197559,182791,33369,17.6,577,18.3,463.17
Fayette,IN,24277,25588,26683,8.5,431,24.1,215.01
Floyd,IN,74578,70823,37745,21.3,529,21.7,147.94
Fountain,IN,17240,17954,28729,11.5,386,25.8,395.66
Franklin,IN,23087,22151,31649,17.7,409,27.5,384.43
Fulton,IN,20836,20511,28993,13,426,23,368.39
Gibson,IN,33503,32500,30769,14.2,381,22.3,487.49
Grant,IN,70061,73403,27170,15.8,421,18.8,414.07
Greene,IN,33165,33157,27188,10.9,332,27.8,542.5
Hamilton,IN,274569,182740,46378,52.6,777,25,394.27
Hancock,IN,70002,55391,39643,23.8,595,27.4,306.02
Harrison,IN,39364,34325,30966,13.1,471,30,484.52
Hendricks,IN,145448,104093,34311,30.2,700,25.8,406.91
Henry,IN,49462,48508,27890,13.2,446,27.6,391.88
Howard,IN,82752,84964,32322,18.8,489,18.8,293.06
Huntington,IN,37124,38075,29458,15.4,444,20.8,382.65
Jackson,IN,42376,41335,29900,13.6,492,19.6,509.31
Jasper,IN,33478,30043,30167,15.6,507,26.2,559.63
Jay,IN,21253,21806,26070,11.3,349,23.3,383.91
Jefferson,IN,32428,31705,27646,18.1,443,19.6,360.63
Jennings,IN,28525,27554,27202,7.6,437,25,376.58
Johnson,IN,139654,115209,33624,24.3,629,25.3,320.43
Knox,IN,38440,39256,30122,15,385,18.4,516.03
Kosciusko,IN,77358,74057,34994,19.3,488,19,531.38
LaGrange,IN,37128,34909,23341,9.8,480,21.6,379.62
Lake,IN,496005,484564,31833,18.3,585,27.3,498.96
LaPorte,IN,111467,110106,28945,16.6,507,21,598.3
Lawrence,IN,46134,45922,27868,12.2,396,25.1,449.17
Madison,IN,131636,133358,29929,16.5,483,24.6,451.92
Marion,IN,903393,860454,37936,27.7,572,22.1,396.3
Marshall,IN,47051,45128,28571,16.9,477,21.7,443.63
Martin,IN,10334,10369,28545,8.8,332,23.3,335.74
Miami,IN,36903,36082,24639,11,409,21.2,373.84
Monroe,IN,137974,120563,29522,40.1,606,18.5,394.51
Montgomery,IN,38124,37629,29259,18.6,450,20.3,504.61
Morgan,IN,68894,66689,33234,13.8,540,28.6,403.97
Newton,IN,14244,14566,28576,9.5,420,28.2,401.76
Noble,IN,47536,46275,27096,13.2,470,22.1,410.84
Ohio,IN,6128,5623,28661,10.9,443,29.4,86.14
Orange,IN,19840,19306,25948,11,344,26.9,398.39
Owen,IN,21575,21786,25357,8.8,422,30.1,385.29
Parke,IN,17339,17241,24987,11.2,355,25.1,444.66
Perry,IN,19338,18899,27709,8.5,341,22.2,381.73
Pike,IN,12845,12837,27325,9.1,373,27.3,334.24
Porter,IN,164343,146798,39497,24.1,649,26.6,418.15
Posey,IN,25910,27061,34635,17.4,371,23.6,409.57
Pulaski,IN,13402,13755,29707,13.8,408,21.5,433.65
Putnam,IN,37963,36019,28641,16.1,466,26.8,480.53
Randolph,IN,26171,27401,27314,10,377,23,452.38
Ripley,IN,28818,26523,28505,14.2,459,25.1,446.43
Rush,IN,17392,18261,30529,12.3,407,27.8,408.12
Scott,IN,24181,22960,25517,9.4,494,23.3,190.4
Shelby,IN,44436,43445,31539,14.3,526,23.8,411.15
Spencer,IN,20952,20391,30113,16.2,348,27,396.74
St. Joseph,IN,266931,265559,35357,25.7,564,19.5,457.85
Starke,IN,23363,23556,23356,10.7,393,29.2,309.13
Steuben,IN,34185,33214,28963,18.4,477,21.3,308.94
Sullivan,IN,21475,21751,24570,13.2,336,25.8,447.14
Switzerland,IN,10613,9065,26620,11.1,431,30.3,220.63
Tippecanoe,IN,172780,148955,28891,34,594,17.7,499.81
Tipton,IN,15936,16577,33928,14.1,509,23.8,260.54
Union,IN,7516,7349,30747,13.4,448,27.6,161.22
Vanderburgh,IN,179703,171922,36543,21.3,497,18.5,233.48
Vermillion,IN,16212,16788,29029,12.1,388,24.3,256.88
Vigo,IN,107848,105848,28072,22.1,456,19.8,403.31
Wabash,IN,32888,34960,30376,16.8,393,20.1,412.43
Warren,IN,8508,8419,28133,13.8,379,23.2,364.68
Warrick,IN,59689,52383,37130,25.1,512,22.9,384.82
Washington,IN,28262,27223,27180,9.7,350,28.3,513.73
Wayne,IN,68917,71097,28859,15.4,445,19.9,401.74
Wells,IN,27636,27600,28947,14.3,428,21.3,368.09
White,IN,24643,25267,28888,12.7,475,23.4,505.13
Whitley,IN,33292,30707,31173,16.4,425,23.8,335.57
Allen,KS,13371,14385,27270,16.3,297,17.5,500.3
Anderson,KS,8102,8110,25533,15.3,329,27.6,579.65
Atchison,KS,16924,16774,27512,22.3,395,18.5,431.17
Barber,KS,4861,5307,28723,20.8,312,15,1134.07
Barton,KS,27674,28205,34447,20.4,335,13.8,895.4
Bourbon,KS,15173,15379,26500,21.4,380,18.5,635.47
Brown,KS,9984,10724,30758,16.2,293,17,570.87
Butler,KS,65880,59482,34739,23.9,457,21.9,1429.86
Chase,KS,2790,3030,36985,20.4,308,18.8,773.06
Chautauqua,KS,3669,4359,29971,19.5,314,21.3,638.88
Cherokee,KS,21603,22605,27123,14.2,335,19.7,587.57
Cheyenne,KS,2726,3165,28614,17,264,15.4,1019.89
Clark,KS,2215,2390,27071,18.3,268,12.6,974.63
